path_idx	node_id	LCA	label	event	count	J_A_B	C_A	C_A_B	C_B	M_A_B	m_1	m_2	m_3	m_4
54	23	16	A_B=[a1,a1,b1,b1]	C_A_B	1	0	0	6	0	0	2	2	0	0
54	17	16	A_B=[a1+a1,b1,b1]	C_A_B	1	0	0	3	0	0	2	0	0	1
54	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
55	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
55	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
55	1	16	B=[a1,a1,b1,b1]	J_A_B	1	1	0	0	6	0	2	2	0	0
55	18	16	A_B=[a1,a1,b1,b1]	C_A_B	4	0	0	6	0	0	2	2	0	0
55	22	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
55	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
56	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
56	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
56	1	16	B=[a1,a1,b1,b1]	J_A_B	1	1	0	0	6	0	2	2	0	0
56	18	16	A_B=[a1,a1,b1,b1]	C_A_B	4	0	0	6	0	0	2	2	0	0
56	21	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
56	16	16	A_B=[a1+b1,a1+b1]	C_A_B	1	0	0	1	0	0	0	0	2	0
57	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
57	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
57	1	16	B=[a1,a1,b1,b1]	J_A_B	1	1	0	0	6	0	2	2	0	0
57	18	16	A_B=[a1,a1,b1,b1]	C_A_B	4	0	0	6	0	0	2	2	0	0
57	14	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
57	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
58	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
58	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
58	1	16	B=[a1,a1,b1,b1]	J_A_B	1	1	0	0	6	0	2	2	0	0
58	11	16	A_B=[a1,a1,b1,b1]	C_A_B	1	0	0	6	0	0	2	2	0	0
58	17	16	A_B=[a1,a1,b1+b1]	C_A_B	1	0	0	3	0	0	0	2	0	1
58	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
59	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
59	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
59	1	16	B=[a1,a1,b1,b1]	J_A_B	1	1	0	0	6	0	2	2	0	0
59	11	16	A_B=[a1,a1,b1,b1]	C_A_B	1	0	0	6	0	0	2	2	0	0
59	14	16	A_B=[a1,a1,b1+b1]	C_A_B	2	0	0	3	0	0	0	2	0	1
59	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
60	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
60	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
60	8	16	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
60	23	16	B=[a1+a1,b1,b1]	J_A_B	1	1	0	0	3	0	2	0	0	1
60	22	16	A_B=[a1+a1,b1,b1]	C_A_B	2	0	0	3	0	0	2	0	0	1
60	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
61	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
61	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
61	8	16	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
61	23	16	B=[a1+a1,b1,b1]	J_A_B	1	1	0	0	3	0	2	0	0	1
61	17	16	A_B=[a1+a1,b1,b1]	C_A_B	1	0	0	3	0	0	2	0	0	1
61	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
62	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
62	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
62	8	16	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
62	19	16	B=[a1+a1,b1,b1]	C_B	2	1	0	0	3	0	2	0	0	1
62	22	16	B=[a1+a1+b1,b1]	J_A_B	1	1	0	0	1	0	2	0	0	0
62	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
63	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
63	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
63	8	16	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
63	12	16	B=[a1+a1,b1,b1]	C_B	1	1	0	0	3	0	2	0	0	1
63	17	16	B=[a1+a1,b1+b1]	J_A_B	1	1	0	0	1	0	0	0	0	2
63	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
64	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
64	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
64	9	16	B=[a1,a1,b1,b1]	C_B	4	1	0	0	6	0	2	2	0	0
64	18	16	B=[a1,a1+b1,b1]	J_A_B	1	1	0	0	3	0	1	1	1	0
64	22	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
64	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
65	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
65	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
65	9	16	B=[a1,a1,b1,b1]	C_B	4	1	0	0	6	0	2	2	0	0
65	18	16	B=[a1,a1+b1,b1]	J_A_B	1	1	0	0	3	0	1	1	1	0
65	21	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
65	16	16	A_B=[a1+b1,a1+b1]	C_A_B	1	0	0	1	0	0	0	0	2	0
66	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
66	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
66	9	16	B=[a1,a1,b1,b1]	C_B	4	1	0	0	6	0	2	2	0	0
66	18	16	B=[a1,a1+b1,b1]	J_A_B	1	1	0	0	3	0	1	1	1	0
66	14	16	A_B=[a1,a1+b1,b1]	C_A_B	1	0	0	3	0	0	1	1	1	0
66	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
67	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
67	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
67	9	16	B=[a1,a1,b1,b1]	C_B	4	1	0	0	6	0	2	2	0	0
67	19	16	B=[a1,a1+b1,b1]	C_B	1	1	0	0	3	0	1	1	1	0
67	22	16	B=[a1+a1+b1,b1]	J_A_B	1	1	0	0	1	0	2	0	0	0
67	16	16	A_B=[a1+a1+b1,b1]	C_A_B	1	0	0	1	0	0	2	0	0	0
68	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
68	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
68	9	16	B=[a1,a1,b1,b1]	C_B	4	1	0	0	6	0	2	2	0	0
68	20	16	B=[a1,a1+b1,b1]	C_B	1	1	0	0	3	0	1	1	1	0
68	21	16	B=[a1+b1,a1+b1]	J_A_B	1	1	0	0	1	0	0	0	2	0
68	16	16	A_B=[a1+b1,a1+b1]	C_A_B	1	0	0	1	0	0	0	0	2	0
69	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
69	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
69	9	16	B=[a1,a1,b1,b1]	C_B	4	1	0	0	6	0	2	2	0	0
69	13	16	B=[a1,a1+b1,b1]	C_B	1	1	0	0	3	0	1	1	1	0
69	14	16	B=[a1,a1+b1+b1]	J_A_B	1	1	0	0	1	0	0	2	0	0
69	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
70	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
70	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
70	10	16	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
70	11	16	B=[a1,a1,b1+b1]	J_A_B	1	1	0	0	3	0	0	2	0	1
70	17	16	A_B=[a1,a1,b1+b1]	C_A_B	1	0	0	3	0	0	0	2	0	1
70	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
71	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
71	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
71	10	16	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
71	11	16	B=[a1,a1,b1+b1]	J_A_B	1	1	0	0	3	0	0	2	0	1
71	14	16	A_B=[a1,a1,b1+b1]	C_A_B	2	0	0	3	0	0	0	2	0	1
71	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
72	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
72	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
72	10	16	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
72	12	16	B=[a1,a1,b1+b1]	C_B	1	1	0	0	3	0	0	2	0	1
72	17	16	B=[a1+a1,b1+b1]	J_A_B	1	1	0	0	1	0	0	0	0	2
72	16	16	A_B=[a1+a1,b1+b1]	C_A_B	1	0	0	1	0	0	0	0	0	2
73	4	16	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
73	7	16	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
73	10	16	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
73	13	16	B=[a1,a1,b1+b1]	C_B	2	1	0	0	3	0	0	2	0	1
73	14	16	B=[a1,a1+b1+b1]	J_A_B	1	1	0	0	1	0	0	2	0	0
73	16	16	A_B=[a1,a1+b1+b1]	C_A_B	1	0	0	1	0	0	0	2	0	0
74	2	15	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
74	25	15	A=[a1+a1];B=[b1,b1]	C_B	1	1	0	0	1	1	2	0	0	1
74	12	15	A=[a1+a1];B=[b1+b1]	M_A_B	1	1	0	0	0	1	0	0	0	2
74	15	15	B=[a1+a1,b1+b1]	C_B	1	1	0	0	1	0	0	0	0	2
75	2	15	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
75	8	15	A=[a1+a1];B=[b1,b1]	M_A_B	1	1	0	0	1	1	2	0	0	1
75	19	15	B=[a1+a1,b1,b1]	C_B	2	1	0	0	3	0	2	0	0	1
75	15	15	B=[a1+a1+b1,b1]	C_B	1	1	0	0	1	0	2	0	0	0
76	2	15	A=[a1,a1];B=[b1,b1]	C_A	1	1	1	0	1	2	2	2	0	0
76	8	15	A=[a1+a1];B=[b1,b1]	M_A_B	1	1	0	0	1	1	2	0	0	1
76	12	15	B=[a1+a1,b1,b1]	C_B	1	1	0	0	3	0	2	0	0	1
76	15	15	B=[a1+a1,b1+b1]	C_B	1	1	0	0	1	0	0	0	0	2
77	3	15	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
77	25	15	A=[a1,a1];B=[b1+b1]	C_A	1	1	1	0	0	2	0	2	0	1
77	12	15	A=[a1+a1];B=[b1+b1]	M_A_B	1	1	0	0	0	1	0	0	0	2
77	15	15	B=[a1+a1,b1+b1]	C_B	1	1	0	0	1	0	0	0	0	2
78	3	15	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
78	6	15	A=[a1,a1];B=[b1+b1]	M_A_B	2	1	1	0	0	2	0	2	0	1
78	24	15	A=[a1];B=[a1,b1+b1]	C_B	1	1	0	0	1	1	0	2	0	1
78	13	15	A=[a1];B=[a1+b1+b1]	M_A_B	1	1	0	0	0	1	0	2	0	0
78	15	15	B=[a1,a1+b1+b1]	C_B	1	1	0	0	1	0	0	2	0	0
79	3	15	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
79	6	15	A=[a1,a1];B=[b1+b1]	M_A_B	2	1	1	0	0	2	0	2	0	1
79	10	15	A=[a1];B=[a1,b1+b1]	M_A_B	1	1	0	0	1	1	0	2	0	1
79	12	15	B=[a1,a1,b1+b1]	C_B	1	1	0	0	3	0	0	2	0	1
79	15	15	B=[a1+a1,b1+b1]	C_B	1	1	0	0	1	0	0	0	0	2
80	3	15	A=[a1,a1];B=[b1,b1]	C_B	1	1	1	0	1	2	2	2	0	0
80	6	15	A=[a1,a1];B=[b1+b1]	M_A_B	2	1	1	0	0	2	0	2	0	1
80	10	15	A=[a1];B=[a1,b1+b1]	M_A_B	1	1	0	0	1	1	0	2	0	1
80	13	15	B=[a1,a1,b1+b1]	C_B	2	1	0	0	3	0	0	2	0	1
80	15	15	B=[a1,a1+b1+b1]	C_B	1	1	0	0	1	0	0	2	0	0
81	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
81	5	15	A=[a1];B=[a1,b1,b1]	C_B	2	1	0	0	3	1	2	2	0	0
81	24	15	A=[a1];B=[a1+b1,b1]	C_B	1	1	0	0	1	1	1	1	1	0
81	13	15	A=[a1];B=[a1+b1+b1]	M_A_B	1	1	0	0	0	1	0	2	0	0
81	15	15	B=[a1,a1+b1+b1]	C_B	1	1	0	0	1	0	0	2	0	0
82	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
82	5	15	A=[a1];B=[a1,b1,b1]	C_B	2	1	0	0	3	1	2	2	0	0
82	9	15	A=[a1];B=[a1+b1,b1]	M_A_B	1	1	0	0	1	1	1	1	1	0
82	19	15	B=[a1,a1+b1,b1]	C_B	1	1	0	0	3	0	1	1	1	0
82	15	15	B=[a1+a1+b1,b1]	C_B	1	1	0	0	1	0	2	0	0	0
83	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
83	5	15	A=[a1];B=[a1,b1,b1]	C_B	2	1	0	0	3	1	2	2	0	0
83	9	15	A=[a1];B=[a1+b1,b1]	M_A_B	1	1	0	0	1	1	1	1	1	0
83	20	15	B=[a1,a1+b1,b1]	C_B	1	1	0	0	3	0	1	1	1	0
83	15	15	B=[a1+b1,a1+b1]	C_B	1	1	0	0	1	0	0	0	2	0
84	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
84	5	15	A=[a1];B=[a1,b1,b1]	C_B	2	1	0	0	3	1	2	2	0	0
84	9	15	A=[a1];B=[a1+b1,b1]	M_A_B	1	1	0	0	1	1	1	1	1	0
84	13	15	B=[a1,a1+b1,b1]	C_B	1	1	0	0	3	0	1	1	1	0
84	15	15	B=[a1,a1+b1+b1]	C_B	1	1	0	0	1	0	0	2	0	0
85	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
85	6	15	A=[a1];B=[a1,b1,b1]	C_B	1	1	0	0	3	1	2	2	0	0
85	24	15	A=[a1];B=[a1,b1+b1]	C_B	1	1	0	0	1	1	0	2	0	1
85	13	15	A=[a1];B=[a1+b1+b1]	M_A_B	1	1	0	0	0	1	0	2	0	0
85	15	15	B=[a1,a1+b1+b1]	C_B	1	1	0	0	1	0	0	2	0	0
86	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
86	6	15	A=[a1];B=[a1,b1,b1]	C_B	1	1	0	0	3	1	2	2	0	0
86	10	15	A=[a1];B=[a1,b1+b1]	M_A_B	1	1	0	0	1	1	0	2	0	1
86	12	15	B=[a1,a1,b1+b1]	C_B	1	1	0	0	3	0	0	2	0	1
86	15	15	B=[a1+a1,b1+b1]	C_B	1	1	0	0	1	0	0	0	0	2
87	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
87	6	15	A=[a1];B=[a1,b1,b1]	C_B	1	1	0	0	3	1	2	2	0	0
87	10	15	A=[a1];B=[a1,b1+b1]	M_A_B	1	1	0	0	1	1	0	2	0	1
87	13	15	B=[a1,a1,b1+b1]	C_B	2	1	0	0	3	0	0	2	0	1
87	15	15	B=[a1,a1+b1+b1]	C_B	1	1	0	0	1	0	0	2	0	0
88	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
88	7	15	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
88	8	15	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
88	19	15	B=[a1+a1,b1,b1]	C_B	2	1	0	0	3	0	2	0	0	1
88	15	15	B=[a1+a1+b1,b1]	C_B	1	1	0	0	1	0	2	0	0	0
89	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
89	7	15	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
89	8	15	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
89	12	15	B=[a1+a1,b1,b1]	C_B	1	1	0	0	3	0	2	0	0	1
89	15	15	B=[a1+a1,b1+b1]	C_B	1	1	0	0	1	0	0	0	0	2
90	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
90	7	15	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
90	9	15	B=[a1,a1,b1,b1]	C_B	4	1	0	0	6	0	2	2	0	0
90	19	15	B=[a1,a1+b1,b1]	C_B	1	1	0	0	3	0	1	1	1	0
90	15	15	B=[a1+a1+b1,b1]	C_B	1	1	0	0	1	0	2	0	0	0
91	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
91	7	15	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
91	9	15	B=[a1,a1,b1,b1]	C_B	4	1	0	0	6	0	2	2	0	0
91	20	15	B=[a1,a1+b1,b1]	C_B	1	1	0	0	3	0	1	1	1	0
91	15	15	B=[a1+b1,a1+b1]	C_B	1	1	0	0	1	0	0	0	2	0
92	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
92	7	15	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
92	9	15	B=[a1,a1,b1,b1]	C_B	4	1	0	0	6	0	2	2	0	0
92	13	15	B=[a1,a1+b1,b1]	C_B	1	1	0	0	3	0	1	1	1	0
92	15	15	B=[a1,a1+b1+b1]	C_B	1	1	0	0	1	0	0	2	0	0
93	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
93	7	15	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
93	10	15	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
93	12	15	B=[a1,a1,b1+b1]	C_B	1	1	0	0	3	0	0	2	0	1
93	15	15	B=[a1+a1,b1+b1]	C_B	1	1	0	0	1	0	0	0	0	2
94	4	15	A=[a1,a1];B=[b1,b1]	M_A_B	2	1	1	0	1	2	2	2	0	0
94	7	15	A=[a1];B=[a1,b1,b1]	M_A_B	1	1	0	0	3	1	2	2	0	0
94	10	15	B=[a1,a1,b1,b1]	C_B	1	1	0	0	6	0	2	2	0	0
94	13	15	B=[a1,a1,b1+b1]	C_B	2	1	0	0	3	0	0	2	0	1
94	15	15	B=[a1,a1+b1+b1]	C_B	1	1	0	0	1	0	0	2	0	0
