path_idx	origin	label	A&B	C=A	C=A&B	C=B	M=A>B	a1	a1a1	a1a1b1	a1a1b1b1	a1b1	a1b1b1	b1	b1b1
48	16	A&B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
49	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
49	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
49	16	A=[a1];B=[a1,b1+b1]	1	0	0	1	1	2	0	0	0	0	0	0	1
49	16	A=[a1];B=[a1+b1+b1]	1	0	0	0	1	1	0	0	0	0	1	0	0
49	16	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
49	16	A&B=[a1,a1+b1+b1]	0	0	1	0	0	1	0	0	0	0	1	0	0
49	16	A&B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
50	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
50	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
50	16	A=[a1];B=[a1,b1+b1]	1	0	0	1	1	2	0	0	0	0	0	0	1
50	16	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
50	16	A&B=[a1,a1,b1+b1]	0	0	3	0	0	2	0	0	0	0	0	0	1
50	16	A&B=[a1+a1,b1+b1]	0	0	1	0	0	0	1	0	0	0	0	0	1
50	16	A&B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
51	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
51	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
51	16	A=[a1];B=[a1,b1+b1]	1	0	0	1	1	2	0	0	0	0	0	0	1
51	16	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
51	16	A&B=[a1,a1,b1+b1]	0	0	3	0	0	2	0	0	0	0	0	0	1
51	16	A&B=[a1,a1+b1+b1]	0	0	1	0	0	1	0	0	0	0	1	0	0
51	16	A&B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
52	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
52	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
52	16	A=[a1];B=[a1,b1+b1]	1	0	0	1	1	2	0	0	0	0	0	0	1
52	16	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
52	16	B=[a1+a1,b1+b1]	1	0	0	1	0	0	1	0	0	0	0	0	1
52	16	A&B=[a1+a1,b1+b1]	0	0	1	0	0	0	1	0	0	0	0	0	1
52	16	A&B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
53	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
53	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
53	16	A=[a1];B=[a1,b1+b1]	1	0	0	1	1	2	0	0	0	0	0	0	1
53	16	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
53	16	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
53	16	A&B=[a1,a1+b1+b1]	0	0	1	0	0	1	0	0	0	0	1	0	0
53	16	A&B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
54	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
54	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
54	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
54	16	A&B=[a1,a1,b1,b1]	0	0	6	0	0	2	0	0	0	0	0	2	0
54	16	A&B=[a1+a1,b1,b1]	0	0	3	0	0	0	1	0	0	0	0	2	0
54	16	A&B=[a1+a1+b1,b1]	0	0	1	0	0	0	0	1	0	0	0	1	0
54	16	A&B=[a1+a1+b1,b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
55	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
55	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
55	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
55	16	A&B=[a1,a1,b1,b1]	0	0	6	0	0	2	0	0	0	0	0	2	0
55	16	A&B=[a1+a1,b1,b1]	0	0	3	0	0	0	1	0	0	0	0	2	0
55	16	A&B=[a1+a1,b1+b1]	0	0	1	0	0	0	1	0	0	0	0	0	1
55	16	A&B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
56	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
56	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
56	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
56	16	A&B=[a1,a1,b1,b1]	0	0	6	0	0	2	0	0	0	0	0	2	0
56	16	A&B=[a1,a1+b1,b1]	0	0	3	0	0	1	0	0	0	1	0	1	0
56	16	A&B=[a1+a1+b1,b1]	0	0	1	0	0	0	0	1	0	0	0	1	0
56	16	A&B=[a1+a1+b1,b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
57	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
57	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
57	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
57	16	A&B=[a1,a1,b1,b1]	0	0	6	0	0	2	0	0	0	0	0	2	0
57	16	A&B=[a1,a1+b1,b1]	0	0	3	0	0	1	0	0	0	1	0	1	0
57	16	A&B=[a1+b1,a1+b1]	0	0	1	0	0	0	0	0	0	2	0	0	0
57	16	A&B=[a1+b1,a1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
58	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
58	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
58	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
58	16	A&B=[a1,a1,b1,b1]	0	0	6	0	0	2	0	0	0	0	0	2	0
58	16	A&B=[a1,a1+b1,b1]	0	0	3	0	0	1	0	0	0	1	0	1	0
58	16	A&B=[a1,a1+b1+b1]	0	0	1	0	0	1	0	0	0	0	1	0	0
58	16	A&B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
59	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
59	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
59	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
59	16	A&B=[a1,a1,b1,b1]	0	0	6	0	0	2	0	0	0	0	0	2	0
59	16	A&B=[a1,a1,b1+b1]	0	0	3	0	0	2	0	0	0	0	0	0	1
59	16	A&B=[a1+a1,b1+b1]	0	0	1	0	0	0	1	0	0	0	0	0	1
59	16	A&B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
60	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
60	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
60	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
60	16	A&B=[a1,a1,b1,b1]	0	0	6	0	0	2	0	0	0	0	0	2	0
60	16	A&B=[a1,a1,b1+b1]	0	0	3	0	0	2	0	0	0	0	0	0	1
60	16	A&B=[a1,a1+b1+b1]	0	0	1	0	0	1	0	0	0	0	1	0	0
60	16	A&B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
61	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
61	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
61	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
61	16	B=[a1+a1,b1,b1]	1	0	0	3	0	0	1	0	0	0	0	2	0
61	16	A&B=[a1+a1,b1,b1]	0	0	3	0	0	0	1	0	0	0	0	2	0
61	16	A&B=[a1+a1+b1,b1]	0	0	1	0	0	0	0	1	0	0	0	1	0
61	16	A&B=[a1+a1+b1,b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
62	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
62	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
62	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
62	16	B=[a1+a1,b1,b1]	1	0	0	3	0	0	1	0	0	0	0	2	0
62	16	A&B=[a1+a1,b1,b1]	0	0	3	0	0	0	1	0	0	0	0	2	0
62	16	A&B=[a1+a1,b1+b1]	0	0	1	0	0	0	1	0	0	0	0	0	1
62	16	A&B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
63	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
63	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
63	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
63	16	B=[a1+a1,b1,b1]	1	0	0	3	0	0	1	0	0	0	0	2	0
63	16	B=[a1+a1+b1,b1]	1	0	0	1	0	0	0	1	0	0	0	1	0
63	16	A&B=[a1+a1+b1,b1]	0	0	1	0	0	0	0	1	0	0	0	1	0
63	16	A&B=[a1+a1+b1,b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
64	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
64	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
64	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
64	16	B=[a1+a1,b1,b1]	1	0	0	3	0	0	1	0	0	0	0	2	0
64	16	B=[a1+a1,b1+b1]	1	0	0	1	0	0	1	0	0	0	0	0	1
64	16	A&B=[a1+a1,b1+b1]	0	0	1	0	0	0	1	0	0	0	0	0	1
64	16	A&B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
65	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
65	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
65	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
65	16	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
65	16	A&B=[a1,a1+b1,b1]	0	0	3	0	0	1	0	0	0	1	0	1	0
65	16	A&B=[a1+a1+b1,b1]	0	0	1	0	0	0	0	1	0	0	0	1	0
65	16	A&B=[a1+a1+b1,b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
66	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
66	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
66	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
66	16	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
66	16	A&B=[a1,a1+b1,b1]	0	0	3	0	0	1	0	0	0	1	0	1	0
66	16	A&B=[a1+b1,a1+b1]	0	0	1	0	0	0	0	0	0	2	0	0	0
66	16	A&B=[a1+b1,a1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
67	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
67	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
67	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
67	16	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
67	16	A&B=[a1,a1+b1,b1]	0	0	3	0	0	1	0	0	0	1	0	1	0
67	16	A&B=[a1,a1+b1+b1]	0	0	1	0	0	1	0	0	0	0	1	0	0
67	16	A&B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
68	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
68	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
68	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
68	16	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
68	16	B=[a1+a1+b1,b1]	1	0	0	1	0	0	0	1	0	0	0	1	0
68	16	A&B=[a1+a1+b1,b1]	0	0	1	0	0	0	0	1	0	0	0	1	0
68	16	A&B=[a1+a1+b1,b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
69	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
69	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
69	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
69	16	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
69	16	B=[a1+b1,a1+b1]	1	0	0	1	0	0	0	0	0	2	0	0	0
69	16	A&B=[a1+b1,a1+b1]	0	0	1	0	0	0	0	0	0	2	0	0	0
69	16	A&B=[a1+b1,a1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
70	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
70	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
70	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
70	16	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
70	16	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
70	16	A&B=[a1,a1+b1+b1]	0	0	1	0	0	1	0	0	0	0	1	0	0
70	16	A&B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
71	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
71	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
71	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
71	16	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
71	16	A&B=[a1,a1,b1+b1]	0	0	3	0	0	2	0	0	0	0	0	0	1
71	16	A&B=[a1+a1,b1+b1]	0	0	1	0	0	0	1	0	0	0	0	0	1
71	16	A&B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
72	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
72	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
72	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
72	16	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
72	16	A&B=[a1,a1,b1+b1]	0	0	3	0	0	2	0	0	0	0	0	0	1
72	16	A&B=[a1,a1+b1+b1]	0	0	1	0	0	1	0	0	0	0	1	0	0
72	16	A&B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
73	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
73	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
73	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
73	16	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
73	16	B=[a1+a1,b1+b1]	1	0	0	1	0	0	1	0	0	0	0	0	1
73	16	A&B=[a1+a1,b1+b1]	0	0	1	0	0	0	1	0	0	0	0	0	1
73	16	A&B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
74	16	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
74	16	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
74	16	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
74	16	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
74	16	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
74	16	A&B=[a1,a1+b1+b1]	0	0	1	0	0	1	0	0	0	0	1	0	0
74	16	A&B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
1	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
1	15	A=[a1+a1];B=[b1,b1]	1	0	0	1	1	0	1	0	0	0	0	2	0
1	15	A=[a1+a1];B=[b1+b1]	1	0	0	0	1	0	1	0	0	0	0	0	1
1	15	B=[a1+a1,b1+b1]	1	0	0	1	0	0	1	0	0	0	0	0	1
1	15	B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
2	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
2	15	A=[a1+a1];B=[b1,b1]	1	0	0	1	1	0	1	0	0	0	0	2	0
2	15	B=[a1+a1,b1,b1]	1	0	0	3	0	0	1	0	0	0	0	2	0
2	15	B=[a1+a1+b1,b1]	1	0	0	1	0	0	0	1	0	0	0	1	0
2	15	B=[a1+a1+b1,b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
3	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
3	15	A=[a1+a1];B=[b1,b1]	1	0	0	1	1	0	1	0	0	0	0	2	0
3	15	B=[a1+a1,b1,b1]	1	0	0	3	0	0	1	0	0	0	0	2	0
3	15	B=[a1+a1,b1+b1]	1	0	0	1	0	0	1	0	0	0	0	0	1
3	15	B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
4	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
4	15	A=[a1,a1];B=[b1+b1]	1	1	0	0	2	2	0	0	0	0	0	0	1
4	15	A=[a1+a1];B=[b1+b1]	1	0	0	0	1	0	1	0	0	0	0	0	1
4	15	B=[a1+a1,b1+b1]	1	0	0	1	0	0	1	0	0	0	0	0	1
4	15	B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
5	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
5	15	A=[a1,a1];B=[b1+b1]	1	1	0	0	2	2	0	0	0	0	0	0	1
5	15	A=[a1];B=[a1,b1+b1]	1	0	0	1	1	2	0	0	0	0	0	0	1
5	15	A=[a1];B=[a1+b1+b1]	1	0	0	0	1	1	0	0	0	0	1	0	0
5	15	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
5	15	B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
6	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
6	15	A=[a1,a1];B=[b1+b1]	1	1	0	0	2	2	0	0	0	0	0	0	1
6	15	A=[a1];B=[a1,b1+b1]	1	0	0	1	1	2	0	0	0	0	0	0	1
6	15	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
6	15	B=[a1+a1,b1+b1]	1	0	0	1	0	0	1	0	0	0	0	0	1
6	15	B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
7	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
7	15	A=[a1,a1];B=[b1+b1]	1	1	0	0	2	2	0	0	0	0	0	0	1
7	15	A=[a1];B=[a1,b1+b1]	1	0	0	1	1	2	0	0	0	0	0	0	1
7	15	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
7	15	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
7	15	B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
8	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
8	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
8	15	A=[a1];B=[a1+b1,b1]	1	0	0	1	1	1	0	0	0	1	0	1	0
8	15	A=[a1];B=[a1+b1+b1]	1	0	0	0	1	1	0	0	0	0	1	0	0
8	15	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
8	15	B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
9	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
9	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
9	15	A=[a1];B=[a1+b1,b1]	1	0	0	1	1	1	0	0	0	1	0	1	0
9	15	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
9	15	B=[a1+a1+b1,b1]	1	0	0	1	0	0	0	1	0	0	0	1	0
9	15	B=[a1+a1+b1,b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
10	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
10	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
10	15	A=[a1];B=[a1+b1,b1]	1	0	0	1	1	1	0	0	0	1	0	1	0
10	15	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
10	15	B=[a1+b1,a1+b1]	1	0	0	1	0	0	0	0	0	2	0	0	0
10	15	B=[a1+b1,a1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
11	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
11	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
11	15	A=[a1];B=[a1+b1,b1]	1	0	0	1	1	1	0	0	0	1	0	1	0
11	15	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
11	15	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
11	15	B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
12	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
12	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
12	15	A=[a1];B=[a1,b1+b1]	1	0	0	1	1	2	0	0	0	0	0	0	1
12	15	A=[a1];B=[a1+b1+b1]	1	0	0	0	1	1	0	0	0	0	1	0	0
12	15	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
12	15	B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
13	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
13	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
13	15	A=[a1];B=[a1,b1+b1]	1	0	0	1	1	2	0	0	0	0	0	0	1
13	15	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
13	15	B=[a1+a1,b1+b1]	1	0	0	1	0	0	1	0	0	0	0	0	1
13	15	B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
14	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
14	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
14	15	A=[a1];B=[a1,b1+b1]	1	0	0	1	1	2	0	0	0	0	0	0	1
14	15	B=[a1,a1,b1+b1]	1	0	0	3	0	2	0	0	0	0	0	0	1
14	15	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
14	15	B=[a1,a1+b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
15	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
15	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
15	15	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
15	15	B=[a1+a1,b1,b1]	1	0	0	3	0	0	1	0	0	0	0	2	0
15	15	B=[a1+a1+b1,b1]	1	0	0	1	0	0	0	1	0	0	0	1	0
15	15	B=[a1+a1+b1,b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
16	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
16	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
16	15	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
16	15	B=[a1+a1,b1,b1]	1	0	0	3	0	0	1	0	0	0	0	2	0
16	15	B=[a1+a1,b1+b1]	1	0	0	1	0	0	1	0	0	0	0	0	1
16	15	B=[a1+a1,b1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
17	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
17	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
17	15	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
17	15	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
17	15	B=[a1+a1+b1,b1]	1	0	0	1	0	0	0	1	0	0	0	1	0
17	15	B=[a1+a1+b1,b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
18	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
18	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
18	15	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
18	15	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
18	15	B=[a1+b1,a1+b1]	1	0	0	1	0	0	0	0	0	2	0	0	0
18	15	B=[a1+b1,a1+b1]	0	0	0	0	0	0	0	0	0	0	0	0	0
19	15	A=[a1,a1];B=[b1,b1]	1	1	0	1	2	2	0	0	0	0	0	2	0
19	15	A=[a1];B=[a1,b1,b1]	1	0	0	3	1	2	0	0	0	0	0	2	0
19	15	B=[a1,a1,b1,b1]	1	0	0	6	0	2	0	0	0	0	0	2	0
19	15	B=[a1,a1+b1,b1]	1	0	0	3	0	1	0	0	0	1	0	1	0
19	15	B=[a1,a1+b1+b1]	1	0	0	1	0	1	0	0	0	0	1	0	0
