path_idx	origin	label	A&B	C=A	C=A&B	C=B	M=A>B	a1	a1a1	a1a1a2	a1a1a2a2	a1a2	a1a2a2	a2	a2a2
183	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
183	25	A=[a1,a1,a2+a2]	1	3	0	0	3	2	0	0	0	0	0	0	1
183	25	A=[a1,a1];B=[a2+a2]	1	1	0	0	2	2	0	0	0	0	0	0	1
183	25	A=[a1+a1];B=[a2+a2]	1	0	0	0	1	0	1	0	0	0	0	0	1
183	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
183	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
184	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
184	25	A=[a1,a1,a2+a2]	1	3	0	0	3	2	0	0	0	0	0	0	1
184	25	A=[a1,a1];B=[a2+a2]	1	1	0	0	2	2	0	0	0	0	0	0	1
184	25	A=[a1+a1];B=[a2+a2]	1	0	0	0	1	0	1	0	0	0	0	0	1
184	25	B=[a1+a1,a2+a2]	1	0	0	1	0	0	1	0	0	0	0	0	1
184	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
184	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
185	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
185	25	A=[a1,a1,a2+a2]	1	3	0	0	3	2	0	0	0	0	0	0	1
185	25	A=[a1,a1];B=[a2+a2]	1	1	0	0	2	2	0	0	0	0	0	0	1
185	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
185	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
185	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
185	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
186	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
186	25	A=[a1,a1,a2+a2]	1	3	0	0	3	2	0	0	0	0	0	0	1
186	25	A=[a1,a1];B=[a2+a2]	1	1	0	0	2	2	0	0	0	0	0	0	1
186	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
186	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
186	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
186	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
187	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
187	25	A=[a1,a1,a2+a2]	1	3	0	0	3	2	0	0	0	0	0	0	1
187	25	A=[a1,a1];B=[a2+a2]	1	1	0	0	2	2	0	0	0	0	0	0	1
187	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
187	25	A=[a1];B=[a1+a2+a2]	1	0	0	0	1	1	0	0	0	0	1	0	0
187	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
187	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
188	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
188	25	A=[a1,a1,a2+a2]	1	3	0	0	3	2	0	0	0	0	0	0	1
188	25	A=[a1,a1];B=[a2+a2]	1	1	0	0	2	2	0	0	0	0	0	0	1
188	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
188	25	A=[a1];B=[a1+a2+a2]	1	0	0	0	1	1	0	0	0	0	1	0	0
188	25	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
188	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
188	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
189	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
189	25	A=[a1,a1,a2+a2]	1	3	0	0	3	2	0	0	0	0	0	0	1
189	25	A=[a1,a1];B=[a2+a2]	1	1	0	0	2	2	0	0	0	0	0	0	1
189	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
189	25	B=[a1,a1,a2+a2]	1	0	0	3	0	2	0	0	0	0	0	0	1
189	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
189	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
189	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
190	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
190	25	A=[a1,a1,a2+a2]	1	3	0	0	3	2	0	0	0	0	0	0	1
190	25	A=[a1,a1];B=[a2+a2]	1	1	0	0	2	2	0	0	0	0	0	0	1
190	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
190	25	B=[a1,a1,a2+a2]	1	0	0	3	0	2	0	0	0	0	0	0	1
190	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
190	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
190	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
191	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
191	25	A=[a1,a1,a2+a2]	1	3	0	0	3	2	0	0	0	0	0	0	1
191	25	A=[a1,a1];B=[a2+a2]	1	1	0	0	2	2	0	0	0	0	0	0	1
191	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
191	25	B=[a1,a1,a2+a2]	1	0	0	3	0	2	0	0	0	0	0	0	1
191	25	B=[a1+a1,a2+a2]	1	0	0	1	0	0	1	0	0	0	0	0	1
191	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
191	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
192	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
192	25	A=[a1,a1,a2+a2]	1	3	0	0	3	2	0	0	0	0	0	0	1
192	25	A=[a1,a1];B=[a2+a2]	1	1	0	0	2	2	0	0	0	0	0	0	1
192	25	A=[a1];B=[a1,a2+a2]	1	0	0	1	1	2	0	0	0	0	0	0	1
192	25	B=[a1,a1,a2+a2]	1	0	0	3	0	2	0	0	0	0	0	0	1
192	25	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
192	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
192	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
193	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
193	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
193	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
193	25	A&B=[a1+a1,a2,a2]	0	0	3	0	0	0	1	0	0	0	0	2	0
193	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
193	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
194	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
194	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
194	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
194	25	A&B=[a1+a1,a2,a2]	0	0	3	0	0	0	1	0	0	0	0	2	0
194	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
194	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
195	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
195	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
195	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
195	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
195	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
195	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
196	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
196	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
196	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
196	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
196	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
196	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
197	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
197	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
197	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
197	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
197	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
197	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
198	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
198	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
198	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
198	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
198	25	A&B=[a1+a1,a2+a2]	0	0	1	0	0	0	1	0	0	0	0	0	1
198	25	A&B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
199	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
199	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
199	25	A&B=[a1,a1,a2,a2]	0	0	6	0	0	2	0	0	0	0	0	2	0
199	25	A&B=[a1,a1,a2+a2]	0	0	3	0	0	2	0	0	0	0	0	0	1
199	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
199	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
200	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
200	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
200	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
200	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
200	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
200	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
201	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
201	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
201	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
201	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
201	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
201	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
202	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
202	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
202	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
202	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
202	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
202	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
203	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
203	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
203	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
203	25	A=[a1+a2+a2];B=[a1]	1	0	0	0	1	1	0	0	0	0	1	0	0
203	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
203	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
204	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
204	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
204	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
204	25	A=[a1+a2+a2];B=[a1]	1	0	0	0	1	1	0	0	0	0	1	0	0
204	25	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
204	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
204	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
205	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
205	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
205	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
205	25	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
205	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
205	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
205	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
206	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
206	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
206	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
206	25	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
206	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
206	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
206	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
207	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
207	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
207	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
207	25	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
207	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
207	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
207	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
208	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
208	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
208	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
208	25	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
208	25	A=[a2];B=[a1+a1+a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
208	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
208	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
209	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
209	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
209	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
209	25	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
209	25	A=[a2];B=[a1+a1+a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
209	25	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
209	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
209	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
210	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
210	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
210	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
210	25	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
210	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
210	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
210	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
210	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
211	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
211	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
211	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
211	25	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
211	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
211	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
211	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
211	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
212	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
212	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
212	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
212	25	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
212	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
212	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
212	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
212	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
213	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
213	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
213	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
213	25	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
213	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
213	25	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
213	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
213	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
214	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
214	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
214	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
214	25	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
214	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
214	25	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
214	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
214	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
215	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
215	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
215	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
215	25	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
215	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
215	25	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
215	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
215	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
216	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
216	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
216	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
216	25	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
216	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
216	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
216	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
217	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
217	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
217	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
217	25	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
217	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
217	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
217	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
218	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
218	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
218	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
218	25	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
218	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
218	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
218	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
219	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
219	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
219	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
219	25	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
219	25	A=[a1+a2];B=[a1+a2]	1	0	0	0	1	0	0	0	0	2	0	0	0
219	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
219	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
220	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
220	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
220	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
220	25	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
220	25	A=[a1+a2];B=[a1+a2]	1	0	0	0	1	0	0	0	0	2	0	0	0
220	25	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
220	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
220	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
221	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
221	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
221	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
221	25	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
221	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
221	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
221	25	A&B=[a1+a1+a2,a2]	0	0	1	0	0	0	0	1	0	0	0	1	0
221	25	A&B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
222	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
222	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
222	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
222	25	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
222	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
222	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
222	25	A&B=[a1+a2,a1+a2]	0	0	1	0	0	0	0	0	0	2	0	0	0
222	25	A&B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
223	25	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
223	25	A=[a1,a2,a2];B=[a1]	1	3	0	0	3	2	0	0	0	0	0	2	0
223	25	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
223	25	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
223	25	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
223	25	A&B=[a1,a1+a2,a2]	0	0	3	0	0	1	0	0	0	1	0	1	0
223	25	A&B=[a1,a1+a2+a2]	0	0	1	0	0	1	0	0	0	0	1	0	0
223	25	A&B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
